name,job_count,demand_percentage
NumPy,23,1.0677808727948004
AI,23,1.0677808727948004
Google BigQuery,22,1.021355617455896
BI Tools,22,1.021355617455896
Data Integration,22,1.021355617455896
PostgreSQL,20,0.9285051067780872
MicroStrategy,20,0.9285051067780872
Hive,20,0.9285051067780872
Data Mapping,20,0.9285051067780872
Documentation,19,0.8820798514391829
Database Management,19,0.8820798514391829
Domo,19,0.8820798514391829
Automation,19,0.8820798514391829
Azure Data Factory,18,0.8356545961002786
Scala,18,0.8356545961002786
Data Analytics,18,0.8356545961002786
Data Profiling,17,0.7892293407613741
Root Cause Analysis,17,0.7892293407613741
C#,17,0.7892293407613741
HTML,17,0.7892293407613741
Google Data Studio,17,0.7892293407613741
Databases,17,0.7892293407613741
XML,17,0.7892293407613741
Exploratory Data Analysis,16,0.7428040854224698
Quantitative Analysis,16,0.7428040854224698
MATLAB,16,0.7428040854224698
DB2,16,0.7428040854224698
Outlook,16,0.7428040854224698
Confluence,16,0.7428040854224698
Looker Studio,16,0.7428040854224698
Power Query,16,0.7428040854224698
Data Integrity,15,0.6963788300835655
CRM,15,0.6963788300835655
Microsoft Access,15,0.6963788300835655
Data Entry,15,0.6963788300835655
Amazon Redshift,15,0.6963788300835655
Trend Analysis,15,0.6963788300835655
Data Preparation,14,0.6499535747446611
T-SQL,14,0.6499535747446611
Predictive Analytics,14,0.6499535747446611
Data Extraction,14,0.6499535747446611
Cognos,14,0.6499535747446611
GitHub,13,0.6035283194057568
Data Science,13,0.6035283194057568
Power Automate,13,0.6035283194057568
C,12,0.5571030640668524
Master Data Management,12,0.5571030640668524
Microsoft Outlook,12,0.5571030640668524
MS Excel,12,0.5571030640668524
Project Management,12,0.5571030640668524
Business Analysis,12,0.5571030640668524
Statistical Methods,12,0.5571030640668524
API,12,0.5571030640668524
C++,12,0.5571030640668524
Visio,12,0.5571030640668524
Google Cloud Platform,11,0.510677808727948
Data Processing,11,0.510677808727948
ERP,11,0.510677808727948
Dashboard Development,11,0.510677808727948
Teradata,11,0.510677808727948
MS Access,11,0.510677808727948
Advanced Analytics,11,0.510677808727948
Matplotlib,11,0.510677808727948
CSS,11,0.510677808727948
QlikView,11,0.510677808727948
IBM SPSS,11,0.510677808727948
Metadata Management,11,0.510677808727948
Regression Analysis,11,0.510677808727948
Hypothesis Testing,11,0.510677808727948
Dataiku,11,0.510677808727948
Adobe Analytics,11,0.510677808727948
Microsoft Power BI,10,0.4642525533890436
Google Cloud,10,0.4642525533890436
Sigma,10,0.4642525533890436
Oracle Database,10,0.4642525533890436
Pivot Tables,10,0.4642525533890436
Microsoft Azure,10,0.4642525533890436
PL/SQL,10,0.4642525533890436
MongoDB,10,0.4642525533890436
Linux,10,0.4642525533890436
Data Collection,10,0.4642525533890436
Requirements Gathering,10,0.4642525533890436
JSON,10,0.4642525533890436
Informatica,10,0.4642525533890436
Big Data,9,0.4178272980501393
Amplitude,9,0.4178272980501393
Data Structures,9,0.4178272980501393
Spotfire,9,0.4178272980501393
Anomaly Detection,9,0.4178272980501393
API Integration,9,0.4178272980501393
Data Architecture,9,0.4178272980501393
KPIs,9,0.4178272980501393
Data Interpretation,9,0.4178272980501393
Business Objects,9,0.4178272980501393
Testing,9,0.4178272980501393
Jupyter,9,0.4178272980501393
Data Quality Management,8,0.3714020427112349
Data Pipelining,8,0.3714020427112349
Clustering,8,0.3714020427112349
CI/CD,8,0.3714020427112349
Microsoft SQL Server,8,0.3714020427112349
Metabase,8,0.3714020427112349
Report Writing,8,0.3714020427112349
Segmentation,8,0.3714020427112349
Financial Modeling,8,0.3714020427112349
Analytics,8,0.3714020427112349
ERP Systems,8,0.3714020427112349
APIs,8,0.3714020427112349
AWS Glue,8,0.3714020427112349
Spreadsheets,8,0.3714020427112349
Data visualization,8,0.3714020427112349
Azure Synapse,8,0.3714020427112349
Hex,8,0.3714020427112349
Data Lineage,7,0.32497678737233054
Programming,7,0.32497678737233054
Mathematics,7,0.32497678737233054
Product Analytics,7,0.32497678737233054
Pig,7,0.32497678737233054
KPI Definition,7,0.32497678737233054
Google Tag Manager,7,0.32497678737233054
Ad-hoc Analysis,7,0.32497678737233054
A/B testing,7,0.32497678737233054
Apache Spark,7,0.32497678737233054
Docker,7,0.32497678737233054
Scrum,7,0.32497678737233054
Segmentation Techniques,7,0.32497678737233054
ELT,7,0.32497678737233054
Smartsheet,7,0.32497678737233054
Splunk,7,0.32497678737233054
AWS S3,7,0.32497678737233054
Generative AI,7,0.32497678737233054
Troubleshooting,7,0.32497678737233054
Visual Basic,7,0.32497678737233054
Analytical Skills,7,0.32497678737233054
Fivetran,7,0.32497678737233054
React,7,0.32497678737233054
Qlikview,7,0.32497678737233054
TensorFlow,7,0.32497678737233054
Data Storytelling,7,0.32497678737233054
Power Apps,6,0.2785515320334262
HEDIS,6,0.2785515320334262
Microsoft Visio,6,0.2785515320334262
Descriptive Statistics,6,0.2785515320334262
Data Lakes,6,0.2785515320334262
Apache Airflow,6,0.2785515320334262
R Shiny,6,0.2785515320334262
Data Preprocessing,6,0.2785515320334262
Data Wrangling,6,0.2785515320334262
Azure DevOps,6,0.2785515320334262
Scripting,6,0.2785515320334262
Version Control,6,0.2785515320334262
pandas,6,0.2785515320334262
Financial Analysis,6,0.2785515320334262
Epic,6,0.2785515320334262
Reporting Automation,6,0.2785515320334262
Data Aggregation,6,0.2785515320334262
Microsoft Fabric,6,0.2785515320334262
Object-Oriented Programming,6,0.2785515320334262
Plotly,6,0.2785515320334262
Azure SQL,6,0.2785515320334262
SDLC,6,0.2785515320334262
Data Quality Assurance,5,0.2321262766945218
Scikit-learn,5,0.2321262766945218
Data Reporting,5,0.2321262766945218
Flow,5,0.2321262766945218
Data Querying,5,0.2321262766945218
GIS,5,0.2321262766945218
Experimentation,5,0.2321262766945218
Stata,5,0.2321262766945218
Algorithms,5,0.2321262766945218
Experimental Design,5,0.2321262766945218
Sensitivity Analysis,5,0.2321262766945218
Windows,5,0.2321262766945218
Data Warehouses,5,0.2321262766945218
scikit-learn,5,0.2321262766945218
VLOOKUP,5,0.2321262766945218
Artificial Intelligence,5,0.2321262766945218
ServiceNow,5,0.2321262766945218
Data Reconciliation,5,0.2321262766945218
Scenario Analysis,5,0.2321262766945218
Data analysis,5,0.2321262766945218
Economic Modeling,5,0.2321262766945218
Data Warehouse,5,0.2321262766945218
Data Migration,5,0.2321262766945218
Data Modelling,5,0.2321262766945218
Data Lake,5,0.2321262766945218
KPI Development,5,0.2321262766945218
LLM,5,0.2321262766945218
Kafka,5,0.2321262766945218
Dashboard Design,5,0.2321262766945218
Jenkins,5,0.2321262766945218
KPI Tracking,5,0.2321262766945218
Technical Documentation,5,0.2321262766945218
Talend,5,0.2321262766945218
Stored Procedures,5,0.2321262766945218
Terraform,5,0.2321262766945218
Time-Series Analysis,5,0.2321262766945218
Time Series Analysis,5,0.2321262766945218
Statistical Techniques,5,0.2321262766945218
Data Engineering,5,0.2321262766945218
JIRA,5,0.2321262766945218
Requirements Analysis,5,0.2321262766945218
Data Ingestion,5,0.2321262766945218
SAP HANA,5,0.2321262766945218
Microsoft Office Suite,5,0.2321262766945218
Crystal Reports,5,0.2321262766945218
Qlik Sense,5,0.2321262766945218
Structured Data,5,0.2321262766945218
Macros,5,0.2321262766945218
Crystal,5,0.2321262766945218
Palantir Foundry,5,0.2321262766945218
Mixpanel,5,0.2321262766945218
Node.js,5,0.2321262766945218
ChatGPT,5,0.2321262766945218
Microsoft Teams,5,0.2321262766945218
PHP,5,0.2321262766945218
CRM Systems,5,0.2321262766945218
DevOps,5,0.2321262766945218
Vertica,4,0.18570102135561745
Workday,4,0.18570102135561745
Cassandra,4,0.18570102135561745
Classification,4,0.18570102135561745
Natural Language Processing,4,0.18570102135561745
Sales Analytics,4,0.18570102135561745
Sentiment Analysis,4,0.18570102135561745
Data Sourcing,4,0.18570102135561745
Data Security,4,0.18570102135561745
Data Quality Control,4,0.18570102135561745
Express,4,0.18570102135561745
Data Visualization Tools,4,0.18570102135561745
Elasticsearch,4,0.18570102135561745
Social Listening,4,0.18570102135561745
Statistical analysis,4,0.18570102135561745
Regression,4,0.18570102135561745
Regression Modeling,4,0.18570102135561745
Kubernetes,4,0.18570102135561745
Birst,4,0.18570102135561745
MS Office,4,0.18570102135561745
Database Management Systems,4,0.18570102135561745
Django,4,0.18570102135561745
REST API,4,0.18570102135561745
Web Analytics,4,0.18570102135561745
Database Development,4,0.18570102135561745
GDPR,4,0.18570102135561745
Mode,4,0.18570102135561745
NetSuite,4,0.18570102135561745
Azure Data Explorer,4,0.18570102135561745
PyTorch,4,0.18570102135561745
Code Reviews,4,0.18570102135561745
Unix,4,0.18570102135561745
UAT,4,0.18570102135561745
AWS Lambda,4,0.18570102135561745
Data Normalization,4,0.18570102135561745
Modeling,4,0.18570102135561745
Marketing Analytics,4,0.18570102135561745
Business Analytics,4,0.18570102135561745
Google Ads,4,0.18570102135561745
Bash,4,0.18570102135561745
Cursor,4,0.18570102135561745
HubSpot,4,0.18570102135561745
Process Improvement,4,0.18570102135561745
Data Design,4,0.18570102135561745
Metrics,4,0.18570102135561745
Azure Synapse Analytics,4,0.18570102135561745
ETL Frameworks,4,0.18570102135561745
Waterfall,4,0.18570102135561745
Data modeling,4,0.18570102135561745
Performance Analysis,3,0.1392757660167131
ggplot2,3,0.1392757660167131
CSV,3,0.1392757660167131
Excel Modeling,3,0.1392757660167131
EDI,3,0.1392757660167131
Deep Learning,3,0.1392757660167131
Delta Lake,3,0.1392757660167131
Variance Analysis,3,0.1392757660167131
Software Development,3,0.1392757660167131
Essbase,3,0.1392757660167131
Epic EMR,3,0.1392757660167131
Spreadsheet,3,0.1392757660167131
Exploratory Data Analysis (EDA),3,0.1392757660167131
Amazon Web Services,3,0.1392757660167131
Analytical Modeling,3,0.1392757660167131
Agile Methodologies,3,0.1392757660167131
Neo4j,3,0.1392757660167131
Shell,3,0.1392757660167131
Data Standardization,3,0.1392757660167131
Firebase,3,0.1392757660167131
Funnel Analysis,3,0.1392757660167131
Fabric,3,0.1392757660167131
Apache Kafka,3,0.1392757660167131
Ad-hoc Reporting,3,0.1392757660167131
Operations Analytics,3,0.1392757660167131
Engineering Standards,3,0.1392757660167131
AI Tools,3,0.1392757660167131
Data Testing,3,0.1392757660167131
dplyr,3,0.1392757660167131
Collibra,3,0.1392757660167131
Cohort Analysis,3,0.1392757660167131
Report Development,3,0.1392757660167131
Microsoft Power Automate,3,0.1392757660167131
Graph Databases,3,0.1392757660167131
Data Organization,3,0.1392757660167131
Google Suite,3,0.1392757660167131
Data Products,3,0.1392757660167131
SQL Server Integration Services,3,0.1392757660167131
SQL Server Reporting Services,3,0.1392757660167131
SSAS,3,0.1392757660167131
Cloud Technologies,3,0.1392757660167131
Neural Networks,3,0.1392757660167131
Azure Data Lake,3,0.1392757660167131
Attribution Modeling,3,0.1392757660167131
AWS QuickSight,3,0.1392757660167131
Gap Analysis,3,0.1392757660167131
Data Presentation,3,0.1392757660167131
SSMS,3,0.1392757660167131
Power Pivot,3,0.1392757660167131
Power Platform,3,0.1392757660167131
Hubspot,3,0.1392757660167131
Programming Languages,3,0.1392757660167131
Data Collection Systems,3,0.1392757660167131
HBase,3,0.1392757660167131
Data Infrastructure,3,0.1392757660167131
Ruby,3,0.1392757660167131
Meta Ads,3,0.1392757660167131
Data Documentation,3,0.1392757660167131
Azure Synapse Pipelines,3,0.1392757660167131
BI,3,0.1392757660167131
Probability,3,0.1392757660167131
MSSQL,3,0.1392757660167131
Correlation Analysis,3,0.1392757660167131
Streamlit,3,0.1392757660167131
Access,3,0.1392757660167131
KPI Analysis,3,0.1392757660167131
Julia,3,0.1392757660167131
Impala,3,0.1392757660167131
Inferential Statistics,3,0.1392757660167131
Research Methods,3,0.1392757660167131
Inventory Management,3,0.1392757660167131
Iterable,3,0.1392757660167131
Reporting Tools,3,0.1392757660167131
Random Forest,3,0.1392757660167131
Technical Writing,3,0.1392757660167131
Metrics Design,3,0.1392757660167131
MS SQL Server,3,0.1392757660167131
Linear Regression,3,0.1392757660167131
DOMO,3,0.1392757660167131
D3.js,3,0.1392757660167131
Metrics Development,3,0.1392757660167131
Time-series Analysis,3,0.1392757660167131
Terminal,3,0.1392757660167131
Statistical Testing,3,0.1392757660167131
Klaviyo,3,0.1392757660167131
Workflow Automation,3,0.1392757660167131
Sisense,3,0.1392757660167131
MS PowerPoint,3,0.1392757660167131
Descriptive Analytics,3,0.1392757660167131
Visual Studio,3,0.1392757660167131
ASP.NET,3,0.1392757660167131
Database Administration,3,0.1392757660167131
Dimensional Modeling,3,0.1392757660167131
Difference-in-Differences,2,0.09285051067780872
Database design,2,0.09285051067780872
Web Services,2,0.09285051067780872
Vue,2,0.09285051067780872
ETL Tools,2,0.09285051067780872
ETL/ELT,2,0.09285051067780872
Xero,2,0.09285051067780872
A/B/n Testing,2,0.09285051067780872
Workflow Analysis,2,0.09285051067780872
AI/ML,2,0.09285051067780872
AML,2,0.09285051067780872
Analytical Presentation,2,0.09285051067780872
Shell Scripting,2,0.09285051067780872
Shopify,2,0.09285051067780872
Six Sigma,2,0.09285051067780872
Data management,2,0.09285051067780872
Distributed Systems,2,0.09285051067780872
VMware,2,0.09285051067780872
Kanban,2,0.09285051067780872
LOGSA,2,0.09285051067780872
DBT,2,0.09285051067780872
DFD,2,0.09285051067780872
DTS,2,0.09285051067780872
Logistic Regression,2,0.09285051067780872
Dashboard,2,0.09285051067780872
Dashboard Creation,2,0.09285051067780872
Bing Ads,2,0.09285051067780872
Bitbucket,2,0.09285051067780872
Superset,2,0.09285051067780872
QGIS,2,0.09285051067780872
Query Tuning,2,0.09285051067780872
Querying,2,0.09285051067780872
QuickBooks,2,0.09285051067780872
Bootstrap,2,0.09285051067780872
Budgeting,2,0.09285051067780872
ML,2,0.09285051067780872
MS Office Suite,2,0.09285051067780872
MS Power Platform,2,0.09285051067780872
Customer Data Platform (CDP),2,0.09285051067780872
Customer Segmentation,2,0.09285051067780872
Statistical Software,2,0.09285051067780872
Statistical Tests,2,0.09285051067780872
Statistical methods,2,0.09285051067780872
Statistical modeling,2,0.09285051067780872
Data Acquisition,2,0.09285051067780872
User Acceptance Testing (UAT),2,0.09285051067780872
User Stories,2,0.09285051067780872
Utilization Management,2,0.09285051067780872
ThoughtSpot,2,0.09285051067780872
Threat Detection,2,0.09285051067780872
Topic Tagging,2,0.09285051067780872
MS SQL,2,0.09285051067780872
MS Word,2,0.09285051067780872
Machine Learning Algorithms,2,0.09285051067780872
Cost Analysis,2,0.09285051067780872
Mainframe,2,0.09285051067780872
MapReduce,2,0.09285051067780872
MariaDB,2,0.09285051067780872
Market Research,2,0.09285051067780872
M,2,0.09285051067780872
Transaction Monitoring,2,0.09285051067780872
Data Automation,2,0.09285051067780872
Data Classification,2,0.09285051067780872
BI tools,2,0.09285051067780872
BMS Systems,2,0.09285051067780872
R Markdown,2,0.09285051067780872
REST APIs,2,0.09285051067780872
ROI Analysis,2,0.09285051067780872
JMP,2,0.09285051067780872
ICD-10,2,0.09285051067780872
IDMS,2,0.09285051067780872
IVR,2,0.09285051067780872
Data Dictionaries,2,0.09285051067780872
Data Discovery,2,0.09285051067780872
Impact Analysis,2,0.09285051067780872
Process Modeling,2,0.09285051067780872
Prompt Engineering,2,0.09285051067780872
Business Intelligence Tools,2,0.09285051067780872
Business Process Modeling,2,0.09285051067780872
Business Reporting,2,0.09285051067780872
Business Requirements Gathering,2,0.09285051067780872
Puppet,2,0.09285051067780872
Marketing Attribution,2,0.09285051067780872
Marketo,2,0.09285051067780872
Mathematical Modeling,2,0.09285051067780872
Medallia,2,0.09285051067780872
Metrics Definition,2,0.09285051067780872
Growth Analytics,2,0.09285051067780872
HR Analytics,2,0.09285051067780872
Data Exploration,2,0.09285051067780872
Data Governance Workflows,2,0.09285051067780872
Data Instrumentation,2,0.09285051067780872
Heap,2,0.09285051067780872
Rust,2,0.09285051067780872
SAP Finance,2,0.09285051067780872
BI Reporting,2,0.09285051067780872
SFTP,2,0.09285051067780872
Prescriptive Analytics,2,0.09285051067780872
BusinessObjects,2,0.09285051067780872
Probe,2,0.09285051067780872
Process Automation,2,0.09285051067780872
Metrics Tracking,2,0.09285051067780872
Microsoft Power Platform,2,0.09285051067780872
Microsoft PowerBI,2,0.09285051067780872
Quicksight,2,0.09285051067780872
Regulatory Compliance,2,0.09285051067780872
Remedy,2,0.09285051067780872
Report Automation,2,0.09285051067780872
Google Slides,2,0.09285051067780872
Gradient Boosting,2,0.09285051067780872
Grafana,2,0.09285051067780872
GitHub Copilot,2,0.09285051067780872
GitLab,2,0.09285051067780872
Data Merging,2,0.09285051067780872
AWS CDK,2,0.09285051067780872
AWS CloudWatch,2,0.09285051067780872
WMS,2,0.09285051067780872
UI/UX,2,0.09285051067780872
UI/UX Design,2,0.09285051067780872
Unit Testing,2,0.09285051067780872
Unstructured Data,2,0.09285051067780872
SciPy,2,0.09285051067780872
Scientific Method,2,0.09285051067780872
Azure Databricks,2,0.09285051067780872
Network Analysis,2,0.09285051067780872
Nginx,2,0.09285051067780872
Microsoft SharePoint,2,0.09285051067780872
Minitab,2,0.09285051067780872
Modbus Protocols,2,0.09285051067780872
Model Evaluation,2,0.09285051067780872
Cluster Analysis,2,0.09285051067780872
PowerApps,2,0.09285051067780872
PowerQuery,2,0.09285051067780872
PowerShell,2,0.09285051067780872
Powershell,2,0.09285051067780872
SQL Server Reporting Services (SSRS),2,0.09285051067780872
Risk Adjustment,2,0.09285051067780872
User Acceptance Testing,2,0.09285051067780872
Google BigQuery ML,2,0.09285051067780872
Data Quality Analysis,2,0.09285051067780872
GenAI,2,0.09285051067780872
Apache Superset,2,0.09285051067780872
COBOL,2,0.09285051067780872
CRM Data Analysis,2,0.09285051067780872
Palantir,2,0.09285051067780872
Pattern Recognition,2,0.09285051067780872
Claims Payment,2,0.09285051067780872
Claude,2,0.09285051067780872
Monte Carlo Analysis,2,0.09285051067780872
NCQA,2,0.09285051067780872
NICE,2,0.09285051067780872
NLP,2,0.09285051067780872
Claude Code,2,0.09285051067780872
Cloud Computing,2,0.09285051067780872
ArcGIS,2,0.09285051067780872
STATA,2,0.09285051067780872
Aries,2,0.09285051067780872
Artificial Neural Networks,2,0.09285051067780872
Asana,2,0.09285051067780872
Assembly,2,0.09285051067780872
Athena,2,0.09285051067780872
Geospatial Analysis,2,0.09285051067780872
Forecasting Models,2,0.09285051067780872
G Suite,2,0.09285051067780872
GA4,2,0.09285051067780872
GFEBS,2,0.09285051067780872
Data Retrieval,2,0.09285051067780872
Data Review,2,0.09285051067780872
Flask,2,0.09285051067780872
Flex PLM,2,0.09285051067780872
Data Science Models,2,0.09285051067780872
Data Scraping,2,0.09285051067780872
Data Segmentation,2,0.09285051067780872
Data Storage,2,0.09285051067780872
Apache Hive,2,0.09285051067780872
ODS,2,0.09285051067780872
OOP,2,0.09285051067780872
OSMIS,2,0.09285051067780872
Optimization,2,0.09285051067780872
Accounting,2,0.09285051067780872
System Documentation,2,0.09285051067780872
System Integration,2,0.09285051067780872
Tableau Prep,2,0.09285051067780872
Adobe Illustrator,2,0.09285051067780872
Advana,2,0.09285051067780872
Postman,2,0.09285051067780872
CMMS,2,0.09285051067780872
Algorithm Development,2,0.09285051067780872
Amazon QuickSight,2,0.09285051067780872
Spark SQL,2,0.09285051067780872
Spring,2,0.09285051067780872
Facebook Ads,2,0.09285051067780872
Financial Reporting,2,0.09285051067780872
Financial Statements,2,0.09285051067780872
AI Agents,2,0.09285051067780872
ggplot,2,0.09285051067780872
nVision,2,0.09285051067780872
PeopleSoft,2,0.09285051067780872
Campaign Analysis,2,0.09285051067780872
CassandraDB,2,0.09285051067780872
Causal Inference,2,0.09285051067780872
Performance Optimization,2,0.09285051067780872
Performance Tuning,2,0.09285051067780872
Notion,2,0.09285051067780872
Analytical skills,2,0.09285051067780872
Analytics Tools,2,0.09285051067780872
Anaplan,2,0.09285051067780872
Seaborn,2,0.09285051067780872
Segment,2,0.09285051067780872
Event Tracking,2,0.09285051067780872
Data Warehousing Concepts,2,0.09285051067780872
Data extraction,2,0.09285051067780872
Docker Compose,2,0.09285051067780872
ERD,2,0.09285051067780872
Vendor Management,2,0.09285051067780872
Decision Tree,2,0.09285051067780872
Views,2,0.09285051067780872
Database Structures,2,0.09285051067780872
API Integrations,2,0.09285051067780872
Debugging,2,0.09285051067780872
Workfront,2,0.09285051067780872
.NET,2,0.09285051067780872
xAPI,1,0.04642525533890436
A/B Experimentation,1,0.04642525533890436
AB testing,1,0.04642525533890436
ACD,1,0.04642525533890436
ACH,1,0.04642525533890436
ACL,1,0.04642525533890436
ADF,1,0.04642525533890436
AI Model Training,1,0.04642525533890436
XLOOKUP,1,0.04642525533890436
X Analytics,1,0.04642525533890436
Writing Data Quality Rules,1,0.04642525533890436
Working with Large Datasets,1,0.04642525533890436
Workforce Management,1,0.04642525533890436
Workflows,1,0.04642525533890436
ARGOS,1,0.04642525533890436
AQT,1,0.04642525533890436
API calls,1,0.04642525533890436
API Key Authentication,1,0.04642525533890436
AML/KYC,1,0.04642525533890436
AML Detection Algorithms,1,0.04642525533890436
AI/ML Models,1,0.04642525533890436
AI-driven analytics,1,0.04642525533890436
AI-driven Content Retrieval Analysis,1,0.04642525533890436
AI-assisted Analytics,1,0.04642525533890436
Defect Management,1,0.04642525533890436
Decision Trees,1,0.04642525533890436
Decision Tree Learning,1,0.04642525533890436
Decision Support,1,0.04642525533890436
Datamart,1,0.04642525533890436
Dataflows,1,0.04642525533890436
Dataflow Streaming,1,0.04642525533890436
Dataflow,1,0.04642525533890436
Datadog,1,0.04642525533890436
Databox,1,0.04642525533890436
Database schemas,1,0.04642525533890436
Database modeling,1,0.04642525533890436
Database management,1,0.04642525533890436
Database Tuning,1,0.04642525533890436
Database Troubleshooting,1,0.04642525533890436
Database Support,1,0.04642525533890436
DataGalaxy,1,0.04642525533890436
Dimensional modelling,1,0.04642525533890436
Digital advertising or media analytics,1,0.04642525533890436
Digital Product Analytics,1,0.04642525533890436
Digital Payments,1,0.04642525533890436
Digital Marketing Metrics,1,0.04642525533890436
Digital Asset Management (DAM),1,0.04642525533890436
Diagnostic Analytics,1,0.04642525533890436
Diagnosis codes,1,0.04642525533890436
Development Processes,1,0.04642525533890436
DevSecOps,1,0.04642525533890436
Design of Experiment,1,0.04642525533890436
Design Documentation,1,0.04642525533890436
Descriptive Statistical Methods,1,0.04642525533890436
Demand Forecasting,1,0.04642525533890436
Deltek,1,0.04642525533890436
Dodd-Frank,1,0.04642525533890436
Docker Swarm,1,0.04642525533890436
DoD Safe,1,0.04642525533890436
Distribution Center Operations,1,0.04642525533890436
Distributed Computing,1,0.04642525533890436
Disaster recovery,1,0.04642525533890436
Database Modeling,1,0.04642525533890436
Database Migration,1,0.04642525533890436
Database Maintenance,1,0.04642525533890436
Database Implementation,1,0.04642525533890436
Database Creation,1,0.04642525533890436
Database Configuration,1,0.04642525533890436
Database Concepts,1,0.04642525533890436
Database Backup and Recovery,1,0.04642525533890436
Database Architecture,1,0.04642525533890436
DataLabs,1,0.04642525533890436
EDW,1,0.04642525533890436
EDI X12,1,0.04642525533890436
EDC Systems,1,0.04642525533890436
E-commerce KPIs,1,0.04642525533890436
E-commerce Analytics,1,0.04642525533890436
E&M Codes,1,0.04642525533890436
Dynatrace,1,0.04642525533890436
DynamoDB,1,0.04642525533890436
Dynamics GP,1,0.04642525533890436
Dynamics CRM,1,0.04642525533890436
Dynamics 365 Business Central,1,0.04642525533890436
Dynamics 365,1,0.04642525533890436
Dune Analytics,1,0.04642525533890436
Due Diligence,1,0.04642525533890436
Draw.io,1,0.04642525533890436
DoubleClick for Publishers,1,0.04642525533890436
Data manipulation techniques,1,0.04642525533890436
Data manipulation,1,0.04642525533890436
Data interpretation,1,0.04642525533890436
ETL Testing,1,0.04642525533890436
ETL Mapping,1,0.04642525533890436
ESSBASE,1,0.04642525533890436
ESP,1,0.04642525533890436
ERWin,1,0.04642525533890436
ERPs,1,0.04642525533890436
ERP Data,1,0.04642525533890436
ER modelling,1,0.04642525533890436
ER Diagrams,1,0.04642525533890436
EPIC Slicer Dicer,1,0.04642525533890436
EPIC Reporting Workbench,1,0.04642525533890436
EPIC Cogito,1,0.04642525533890436
EHR,1,0.04642525533890436
Econometrics,1,0.04642525533890436
Econometric Modeling,1,0.04642525533890436
EYC,1,0.04642525533890436
ETMS2,1,0.04642525533890436
ETL/ELT Pipelines,1,0.04642525533890436
ETL processes,1,0.04642525533890436
DataDog,1,0.04642525533890436
Data warehousing,1,0.04642525533890436
Data warehouse management,1,0.04642525533890436
Data validation,1,0.04642525533890436
Data transformation,1,0.04642525533890436
Data scraping,1,0.04642525533890436
Data quality,1,0.04642525533890436
Data processing,1,0.04642525533890436
Data preparation,1,0.04642525533890436
Data migration,1,0.04642525533890436
Epic Caboodle,1,0.04642525533890436
Enverus,1,0.04642525533890436
Entity Relationship Diagrams,1,0.04642525533890436
Enterprise Databases,1,0.04642525533890436
Enterprise Business Intelligence,1,0.04642525533890436
Ensemble Modeling,1,0.04642525533890436
Engagement Metrics,1,0.04642525533890436
End-to-End Testing,1,0.04642525533890436
Encryption,1,0.04642525533890436
